latitude,longitude,codigo,descricao
-23562335,-46722071, Biblioteca Brasiliana USP
-23562689,-46725676, Biblioteca Florestan Fernandes
-23560801,-46734774, Biblioteca da Fisica
-23557260, 46730311, Biblioteca da Escola Politécnica
