latitude,longitude,codigo,descricao
-23569888,-46709368,L1
-23565856,-46709923,L1
-23568609,-46712605,L1
-23563338,-46715201,L1
-23560702,-46725372,L1
-23557772,-46736852,L1
-23561470, -46742817,L1
-23567370, -46738290,L1
-23568117,-46738011,L1
-23568884,-46739084,L1
-23565580, -46729149,L1
-23560191, -46734256,L1
-23554585,-46732389,L1
-23552579,-46729878,L1
-23556434,-46727132,L1
-23558952,-46726981,L1
-23558854,-46717561,L1
-23562846,-46713613,L1

